Assembly_No,Party,Total_Seats_in_Assembly,Total_Votes_in_Assembly,Total_Votes_in_Contested_Seats,Total_Candidates,Winners,Deposits_Lost,Strike_Rate,Seat_Share,Vote_Share_in_Assembly,Vote_Share_in_Contested_Seats,position,State_Name,Year,Expanded_Party_Name
17,BTP,543,614163406,15657666,19,0,18,0.0,0,0.09,3.44,201,Lok_Sabha,2019,BHARTIYA TRIBAL PARTY
17,BUNKD,543,614163406,1380890,1,0,1,0.0,0,0,0.13,202,Lok_Sabha,2019,
17,BVA,543,614163406,1201941,1,0,0,0.0,0,0.08,40.9,203,Lok_Sabha,2019,BAHUJAN VIKAS AAGHADI
17,BYPP,543,614163406,2281129,2,0,2,0.0,0,0,0.15,204,Lok_Sabha,2019,
17,BaHaP,543,614163406,1282206,1,0,1,0.0,0,0,0.15,205,Lok_Sabha,2019,
17,BaJD,543,614163406,1216413,1,0,1,0.0,0,0,0.04,206,Lok_Sabha,2019,
17,BaSaPa,543,614163406,2196967,2,0,2,0.0,0,0,0.17,207,Lok_Sabha,2019,
17,BaVaP,543,614163406,1140496,1,0,1,0.0,0,0,0.09,208,Lok_Sabha,2019,
17,BhAmAP,543,614163406,1077749,1,0,1,0.0,0,0,0.89,209,Lok_Sabha,2019,
17,BhBSP,543,614163406,2442277,2,0,2,0.0,0,0,0.09,210,Lok_Sabha,2019,
17,BhNP,543,614163406,1058086,1,0,1,0.0,0,0,0.54,211,Lok_Sabha,2019,
17,BhaRP,543,614163406,456568,1,0,1,0.0,0,0,0.1,212,Lok_Sabha,2019,
17,CDF,543,614163406,991263,1,0,1,0.0,0,0,0.05,213,Lok_Sabha,2019,
17,CHALP,543,614163406,2719296,2,0,2,0.0,0,0,0.04,214,Lok_Sabha,2019,
17,CHKAP,543,614163406,456568,1,0,1,0.0,0,0,0.7,215,Lok_Sabha,2019,
17,CPI,543,614163406,34895747,49,2,41,4.081632653061225,0.37,0.58,10.25,21,Lok_Sabha,2019,COMMUNIST PART OF INDIA
17,CPI(ML)(L),543,614163406,20194798,22,0,21,0.0,0,0.12,3.52,216,Lok_Sabha,2019,COMMUNIST PARTY OF INDIA  (MARXIST-LENINIST)
17,CPIM,543,614163406,22339903,29,0,29,0.0,0,0.01,0.41,217,Lok_Sabha,2019,
17,CPM,543,614163406,49686070,69,3,51,4.3478260869565215,0.55,1.75,21.63,15,Lok_Sabha,2019,COMMUNIST PARTY OF INDIA (MARXIST)
17,CSM,543,614163406,2578047,2,0,2,0.0,0,0,0.1,218,Lok_Sabha,2019,
17,CoAP,543,614163406,920541,1,0,1,0.0,0,0,0.03,219,Lok_Sabha,2019,
17,DABAP,543,614163406,3453791,3,0,3,0.0,0,0,0.18,220,Lok_Sabha,2019,
17,DAMK,543,614163406,1016638,1,0,1,0.0,0,0,0.07,221,Lok_Sabha,2019,
17,DCLF,543,614163406,1048377,1,0,1,0.0,0,0,0.06,222,Lok_Sabha,2019,
17,DJHP,543,614163406,1186051,1,0,1,0.0,0,0,0.02,223,Lok_Sabha,2019,
17,DKSP,543,614163406,1446509,1,0,1,0.0,0,0,0.02,224,Lok_Sabha,2019,
17,DMDK,543,614163406,4282717,4,0,2,0.0,0,0.15,21.71,225,Lok_Sabha,2019,DESIYA MURPOKKU DRAVIDA KAZHAGAM
17,DMK,543,614163406,26529665,24,24,0,100.0,4.42,2.34,54.14,3,Lok_Sabha,2019,DRAVIDA MUMMETRA KAZHAGAM
17,DMSK,543,614163406,9217883,10,0,10,0.0,0,0,0.16,226,Lok_Sabha,2019,
17,DPI,543,614163406,1103887,1,0,1,0.0,0,0,0.05,227,Lok_Sabha,2019,
17,DPIN,543,614163406,2891493,3,0,3,0.0,0,0,0.17,228,Lok_Sabha,2019,
17,DPPS,543,614163406,1197234,1,0,1,0.0,0,0,0.04,229,Lok_Sabha,2019,
17,DSPVAD,543,614163406,3899939,3,0,3,0.0,0,0,0.09,230,Lok_Sabha,2019,
17,DSSP,543,614163406,2658918,2,0,2,0.0,0,0,1,231,Lok_Sabha,2019,
17,DUUK,543,614163406,2151227,2,0,2,0.0,0,0,0.16,232,Lok_Sabha,2019,
17,EP,543,614163406,1379210,1,0,1,0.0,0,0,0.1,233,Lok_Sabha,2019,
17,ESP,543,614163406,980390,1,0,1,0.0,0,0,0.13,234,Lok_Sabha,2019,
17,ETMK,543,614163406,3261970,3,0,3,0.0,0,0,0.17,235,Lok_Sabha,2019,
17,FDLP,543,614163406,1307033,1,0,1,0.0,0,0,0.12,236,Lok_Sabha,2019,
17,FIP,543,614163406,1048377,1,0,1,0.0,0,0,0.08,237,Lok_Sabha,2019,
17,FJP,543,614163406,1282206,1,0,1,0.0,0,0,0.04,238,Lok_Sabha,2019,
17,FPI,543,614163406,3326489,3,0,3,0.0,0,0,0.21,239,Lok_Sabha,2019,
17,GAGUP,543,614163406,3604524,3,0,3,0.0,0,0,0.29,240,Lok_Sabha,2019,
17,GGP,543,614163406,21433671,22,0,22,0.0,0,0.03,0.98,241,Lok_Sabha,2019,GONDVANA GANTANTRA PARTY
17,GJNP,543,614163406,2041543,2,0,2,0.0,0,0,0.57,242,Lok_Sabha,2019,
17,GJPP,543,614163406,949947,1,0,1,0.0,0,0,0.16,243,Lok_Sabha,2019,
17,GPI,543,614163406,3424842,3,0,3,0.0,0,0,0.34,244,Lok_Sabha,2019,
17,GaAP,543,614163406,1559459,1,0,1,0.0,0,0,0.02,245,Lok_Sabha,2019,
17,HAMS,543,614163406,2923435,3,0,0,0.0,0,0.16,32.72,246,Lok_Sabha,2019,HINDUSTANI AWAM MORCHA (SECULAR)
17,HAPa,543,614163406,1035236,1,0,1,0.0,0,0,0.08,247,Lok_Sabha,2019,
17,HBP,543,614163406,8738622,9,0,9,0.0,0,0,0.19,248,Lok_Sabha,2019,
17,HCP,543,614163406,2409022,2,0,2,0.0,0,0,0.09,249,Lok_Sabha,2019,
17,HIMJKP,543,614163406,1006989,1,0,1,0.0,0,0,0.1,250,Lok_Sabha,2019,
17,HJP,543,614163406,7162288,7,0,7,0.0,0,0,0.14,251,Lok_Sabha,2019,
17,HMRD,543,614163406,1351474,1,0,1,0.0,0,0,0.03,252,Lok_Sabha,2019,
17,HMSKP,543,614163406,351746,1,0,1,0.0,0,0,0.57,253,Lok_Sabha,2019,
17,HND,543,614163406,33107573,47,0,47,0.0,0,0.02,0.37,254,Lok_Sabha,2019,
17,HSP,543,614163406,1046955,1,0,1,0.0,0,0,0.1,255,Lok_Sabha,2019,
17,HSS,543,614163406,9262863,9,0,9,0.0,0,0,0.24,256,Lok_Sabha,2019,
17,HiPPa,543,614163406,1216319,1,0,1,0.0,0,0,0.31,257,Lok_Sabha,2019,
17,HuSP,543,614163406,1040652,1,0,1,0.0,0,0,0.14,258,Lok_Sabha,2019,
17,ICF,543,614163406,4559644,4,0,4,0.0,0,0,0.11,259,Lok_Sabha,2019,
17,IDRP,543,614163406,2242217,2,0,2,0.0,0,0,0.35,260,Lok_Sabha,2019,
17,IICR,543,614163406,1359799,1,0,1,0.0,0,0,0.19,261,Lok_Sabha,2019,
17,ILP(AP),543,614163406,3761635,4,0,4,0.0,0,0,0.13,262,Lok_Sabha,2019,
17,IMK,543,614163406,1043202,1,0,1,0.0,0,0,0.07,263,Lok_Sabha,2019,
17,INC,543,614163406,82896328,421,52,148,12.351543942992874,9.58,19.46,144.15,2,Lok_Sabha,2019,INDIA NATIONAL CONGRESS
17,INCP,543,614163406,5071074,4,0,4,0.0,0,0,0.42,264,Lok_Sabha,2019,
17,IND,543,614163406,614163406,3460,4,3448,0.11560693641618497,0.74,2.68,2.68,14,Lok_Sabha,2019,INDEPENDENT
17,INDPP,543,614163406,1478795,1,0,1,0.0,0,0,0.12,265,Lok_Sabha,2019,
17,INL,543,614163406,2169562,2,0,2,0.0,0,0,0.17,266,Lok_Sabha,2019,INDIAN NATIONAL LEAGUE
17,INLD,543,614163406,12681536,10,0,10,0.0,0,0.04,1.89,267,Lok_Sabha,2019,INDIAN NATIONAL LOK DAL
17,IPBP,543,614163406,10474171,12,0,12,0.0,0,0,0.2,268,Lok_Sabha,2019,
17,IPFT,543,614163406,2153172,2,0,2,0.0,0,0.01,4.16,269,Lok_Sabha,2019,INDIGENOUSN PEOPLE'S FRONT OF TRIPURA
17,IPGP,543,614163406,2473303,2,0,2,0.0,0,0,0.39,270,Lok_Sabha,2019,
17,IRNP,543,614163406,984634,1,0,1,0.0,0,0,0.2,271,Lok_Sabha,2019,
17,IUC,543,614163406,2712804,2,0,2,0.0,0,0,0.15,272,Lok_Sabha,2019,
17,IUML,543,614163406,9140980,9,3,6,33.333333333333336,0.55,0.26,17.42,16,Lok_Sabha,2019,INDIAN UNION MUSLIM LEAGUE
17,IVD,543,614163406,1231746,1,0,1,0.0,0,0,0.06,273,Lok_Sabha,2019,
17,JAAP,543,614163406,976518,1,0,1,0.0,0,0,0.19,274,Lok_Sabha,2019,
17,JAC,543,614163406,8241381,7,0,7,0.0,0,0,0.18,275,Lok_Sabha,2019,JAN CONGRESS
17,JAJGP,543,614163406,8576819,7,0,7,0.0,0,0,0.13,276,Lok_Sabha,2019,
17,JANADIP,543,614163406,17027298,19,0,19,0.0,0,0.01,0.47,277,Lok_Sabha,2019,
17,JANKRPR,543,614163406,1912250,2,0,2,0.0,0,0,0.25,278,Lok_Sabha,2019,
17,JANSAPP,543,614163406,4615834,4,0,4,0.0,0,0,0.08,279,Lok_Sabha,2019,
17,JAPL,543,614163406,1147274,1,0,1,0.0,0,0.02,8.51,280,Lok_Sabha,2019,
17,JASP,543,614163406,950613,1,0,1,0.0,0,0,0.07,281,Lok_Sabha,2019,
17,JASWP,543,614163406,1147697,1,0,1,0.0,0,0,0.09,282,Lok_Sabha,2019,
17,JD,543,614163406,1184635,1,0,1,0.0,0,0,0.13,283,Lok_Sabha,2019,JANATA DAL
17,JD(S),543,614163406,9253134,9,1,2,11.11111111111111,0.18,0.56,37.36,27,Lok_Sabha,2019,JANATA DAL (SECULAR)
17,JD(U),543,614163406,21018541,25,16,8,64.0,2.95,1.45,42.47,7,Lok_Sabha,2019,JANATA DAL (UNITED)
17,JDL,543,614163406,1889103,2,0,2,0.0,0,0.03,10.77,284,Lok_Sabha,2019,Jansatta Dal Loktantrik
17,JDR,543,614163406,2825446,3,0,3,0.0,0,0,0.98,285,Lok_Sabha,2019,
17,JGHTP,543,614163406,2008971,2,0,2,0.0,0,0,0.31,286,Lok_Sabha,2019,
17,JHAP,543,614163406,1371855,1,0,1,0.0,0,0,0.3,287,Lok_Sabha,2019,
17,JHBHP,543,614163406,2104131,2,0,2,0.0,0,0,0.34,288,Lok_Sabha,2019,
17,JHP,543,614163406,1110805,1,0,1,0.0,0,0,1.23,289,Lok_Sabha,2019,
17,JJJKP,543,614163406,4415352,4,0,4,0.0,0,0,0.11,290,Lok_Sabha,2019,
17,JKN,543,614163406,767278,3,3,0,100.0,0.55,0.05,36.54,17,Lok_Sabha,2019,JAMMU & KASHMIR NATIONAL CONFERENCE
17,JKNPP,543,614163406,6497892,8,0,8,0.0,0,0.01,0.61,291,Lok_Sabha,2019,JAMMU & KASHMIR NATIONAL PANTHERS PARTY
17,JKP,543,614163406,4029079,4,0,4,0.0,0,0.01,0.87,292,Lok_Sabha,2019,ALL INDIA JHARKHAND PARTY
17,JKP(N),543,614163406,2550440,2,0,2,0.0,0,0,0.74,293,Lok_Sabha,2019,JHARKHAND PARTY (NAREN)
17,JKPDP,543,614163406,580446,2,0,1,0.0,0,0.01,14.48,294,Lok_Sabha,2019,JAMMU & KASHMIR PEOPLES DEMOCRATIC PARTY
17,JKPP,543,614163406,4467986,4,0,4,0.0,0,0,0.36,295,Lok_Sabha,2019,
17,JKPPAP,543,614163406,1478795,1,0,1,0.0,0,0,0.11,296,Lok_Sabha,2019,
17,JKPS,543,614163406,1106918,1,0,1,0.0,0,0,0.11,297,Lok_Sabha,2019,
17,JKiP,543,614163406,8592291,8,0,8,0.0,0,0.01,0.39,298,Lok_Sabha,2019,
17,JLokP,543,614163406,1407954,1,0,1,0.0,0,0,0.03,299,Lok_Sabha,2019,
17,JMBP,543,614163406,2367579,3,0,3,0.0,0,0,0.14,300,Lok_Sabha,2019,
17,JMM,543,614163406,12581526,13,1,9,7.6923076923076925,0.18,0.31,15.12,28,Lok_Sabha,2019,JHARKHAND MUKTI MORCHA
17,JMM(U),543,614163406,879329,1,0,1,0.0,0,0,0.99,301,Lok_Sabha,2019,
17,JNJP,543,614163406,8737284,7,0,6,0.0,0,0.1,7.1,302,Lok_Sabha,2019,JANNAYAK JANTA PARTY
17,JNSMP,543,614163406,3255288,3,0,3,0.0,0,0,0.11,303,Lok_Sabha,2019,
17,JP,543,614163406,4117520,4,0,4,0.0,0,0,0.33,304,Lok_Sabha,2019,JANATA PARTY
17,JPC,543,614163406,767278,3,0,2,0.0,0,0.02,17.41,305,Lok_Sabha,2019,JAMMU & KASHMIR PEOPLE CONFERENCE
17,JPD,543,614163406,1313515,1,0,1,0.0,0,0,0.07,306,Lok_Sabha,2019,
17,JPJD,543,614163406,12185831,11,0,11,0.0,0,0,0.22,307,Lok_Sabha,2019,
17,JPS,543,614163406,1941853,2,0,2,0.0,0,0,0.14,308,Lok_Sabha,2019,
17,JRPa,543,614163406,2095359,2,0,2,0.0,0,0,0.11,309,Lok_Sabha,2019,
17,JRVP,543,614163406,969284,1,0,1,0.0,0,0,0.24,310,Lok_Sabha,2019,
17,JSEP,543,614163406,1052795,1,0,1,0.0,0,0,0.15,311,Lok_Sabha,2019,
17,JSP,543,614163406,2260834,2,0,2,0.0,0,0,0.11,312,Lok_Sabha,2019,
17,JSVP,543,614163406,5417604,5,0,5,0.0,0,0,0.2,313,Lok_Sabha,2019,
17,JTVP,543,614163406,3092877,3,0,3,0.0,0,0,0.58,314,Lok_Sabha,2019,
17,JVBP,543,614163406,1559459,1,0,1,0.0,0,0,0.04,315,Lok_Sabha,2019,
17,JVM,543,614163406,2403577,2,0,0,0.0,0,0.12,31.24,316,Lok_Sabha,2019,JHARKHAND VIKAS MORCHA (PRAJATANTRIK)
17,JaSD,543,614163406,2451388,2,0,2,0.0,0,0,0.23,317,Lok_Sabha,2019,
17,JaSSP,543,614163406,2162675,2,0,2,0.0,0,0,0.17,318,Lok_Sabha,2019,
17,JanSP,543,614163406,4139875,5,0,5,0.0,0,0,0.27,319,Lok_Sabha,2019,
17,JeSM,543,614163406,2753752,2,0,2,0.0,0,0,0.21,320,Lok_Sabha,2019,
17,JnP,543,614163406,20885223,24,0,21,0.0,0,0.31,9.17,321,Lok_Sabha,2019,
17,KARASP,543,614163406,1216413,1,0,1,0.0,0,0,0.04,322,Lok_Sabha,2019,
17,KBD,543,614163406,5061160,5,0,5,0.0,0,0,0.14,323,Lok_Sabha,2019,
17,KCVP,543,614163406,1188491,1,0,1,0.0,0,0,0.21,324,Lok_Sabha,2019,KANNADA CHALAVALI VATAL PAKSHA
17,KEC,543,614163406,910339,1,0,0,0.0,0,0.03,17.04,325,Lok_Sabha,2019,KERALA CONGRESS
17,KEC(M),543,614163406,910339,1,1,0,100.0,0.18,0.07,46.25,29,Lok_Sabha,2019,KERALA CONGRESS (M)
17,KHSNP,543,614163406,1068342,1,0,1,0.0,0,0,0.06,326,Lok_Sabha,2019,
17,KJP,543,614163406,2591576,2,0,2,0.0,0,0,0.08,327,Lok_Sabha,2019,KARNATAKA JANTHA PAKSHA
17,KKJHS,543,614163406,5517847,5,0,5,0.0,0,0,0.2,328,Lok_Sabha,2019,
17,KKMP,543,614163406,5332147,4,0,4,0.0,0,0,0.06,329,Lok_Sabha,2019,
17,KMBS,543,614163406,942453,1,0,1,0.0,0,0,0.17,330,Lok_Sabha,2019,
17,KMSP,543,614163406,4376574,4,0,4,0.0,0,0,0.18,331,Lok_Sabha,2019,
17,KPJP,543,614163406,1559459,1,0,1,0.0,0,0,0.08,332,Lok_Sabha,2019,KARNATAKA PRAGNYAVANTHA JANATHA PARTY
17,KPOI,543,614163406,2052100,2,0,2,0.0,0,0,0.28,333,Lok_Sabha,2019,
17,KPPR,543,614163406,2588699,2,0,2,0.0,0,0,0.14,334,Lok_Sabha,2019,
17,KPPU,543,614163406,8122539,6,0,6,0.0,0,0,0.16,335,Lok_Sabha,2019,
17,KRUP,543,614163406,3302919,3,0,3,0.0,0,0,0.26,336,Lok_Sabha,2019,
17,KS,543,614163406,5304810,5,0,5,0.0,0,0,0.23,337,Lok_Sabha,2019,
17,KSRP,543,614163406,1013251,1,0,1,0.0,0,0,0.24,338,Lok_Sabha,2019,
17,KSRSP,543,614163406,1380890,1,0,1,0.0,0,0,0.24,339,Lok_Sabha,2019,
17,LAJSP,543,614163406,1012936,1,0,1,0.0,0,0,0.97,340,Lok_Sabha,2019,
17,LCD,543,614163406,1074730,1,0,1,0.0,0,0,0.22,341,Lok_Sabha,2019,
17,LD,543,614163406,5825534,5,0,5,0.0,0,0,0.31,342,Lok_Sabha,2019,
17,LIP,543,614163406,3138791,3,0,2,0.0,0,0.08,14.97,343,Lok_Sabha,2019,LOK INSAAF PARTY
17,LJGP,543,614163406,1072570,1,0,1,0.0,0,0,0.11,344,Lok_Sabha,2019,
17,LJP,543,614163406,5958984,6,6,0,100.0,1.1,0.52,53.82,11,Lok_Sabha,2019,LOK JAN SHAKTI PARTY
17,LJSPty,543,614163406,1136660,1,0,1,0.0,0,0,0.09,345,Lok_Sabha,2019,
17,LJVM,543,614163406,1796814,2,0,2,0.0,0,0,0.52,346,Lok_Sabha,2019,
17,LKSGM,543,614163406,1085038,1,0,1,0.0,0,0,0.78,347,Lok_Sabha,2019,LOKSANGRAM
17,LOGAP,543,614163406,7213095,7,0,7,0.0,0,0,0.26,348,Lok_Sabha,2019,
17,LOKJANP,543,614163406,1392952,1,0,1,0.0,0,0,0.2,349,Lok_Sabha,2019,
17,LPSP,543,614163406,1327295,1,0,1,0.0,0,0,0.04,350,Lok_Sabha,2019,
17,LSD,543,614163406,1110805,1,0,1,0.0,0,0,0.57,351,Lok_Sabha,2019,
17,LTSP,543,614163406,2290647,2,0,2,0.0,0,0.01,2.41,352,Lok_Sabha,2019,
17,LoRP,543,614163406,1116367,1,0,1,0.0,0,0,0.06,353,Lok_Sabha,2019,
17,MADP,543,614163406,13336424,13,0,13,0.0,0,0.01,0.44,354,Lok_Sabha,2019,
17,MAHKRS,543,614163406,1352399,1,0,1,0.0,0,0,0.2,355,Lok_Sabha,2019,
17,MARD,543,614163406,2176921,2,0,2,0.0,0,0,0.04,356,Lok_Sabha,2019,
17,MCPI,543,614163406,6866886,6,0,6,0.0,0,0,0.31,357,Lok_Sabha,2019,
17,MDKMGPH,543,614163406,1002953,1,0,1,0.0,0,0,0.17,358,Lok_Sabha,2019,
17,MDPF,543,614163406,759301,1,0,1,0.0,0,0,0.17,359,Lok_Sabha,2019,
17,MHD,543,614163406,1034925,1,0,1,0.0,0,0,0.24,360,Lok_Sabha,2019,
17,MKDVP,543,614163406,6316870,5,0,5,0.0,0,0,0.08,361,Lok_Sabha,2019,
17,MKUP,543,614163406,1160071,1,0,1,0.0,0,0,0.06,362,Lok_Sabha,2019,
17,MKat,543,614163406,2081402,2,0,2,0.0,0,0,0.05,363,Lok_Sabha,2019,
17,MLJK,543,614163406,1016638,1,0,1,0.0,0,0,0.03,364,Lok_Sabha,2019,
17,MLPOIRF,543,614163406,3382047,3,0,3,0.0,0,0,0.41,365,Lok_Sabha,2019,
17,MMKA,543,614163406,1406782,1,0,1,0.0,0,0,0.26,366,Lok_Sabha,2019,
17,MNDP,543,614163406,3876080,3,0,3,0.0,0,0,0.16,367,Lok_Sabha,2019,
17,MNF,543,614163406,499621,1,1,0,100.0,0.18,0.04,44.89,30,Lok_Sabha,2019,MIZO NATIONAL FRONT
17,MNM,543,614163406,39717735,37,0,37,0.0,0,0.26,4.06,368,Lok_Sabha,2019,Makkal Needhi Maiam
17,MNVP,543,614163406,1015363,1,0,1,0.0,0,0,0.39,369,Lok_Sabha,2019,
17,MOSP,543,614163406,3109251,3,0,3,0.0,0,0,0.68,370,Lok_Sabha,2019,
17,MPEP,543,614163406,759301,1,0,1,0.0,0,0,0.23,371,Lok_Sabha,2019,
17,MPJVP,543,614163406,3936868,3,0,3,0.0,0,0,0.39,372,Lok_Sabha,2019,
17,MPOI,543,614163406,2792130,2,0,2,0.0,0,0,0.15,373,Lok_Sabha,2019,
17,MPP,543,614163406,5098330,4,0,4,0.0,0,0,0.14,374,Lok_Sabha,2019,MAHABHARATH PEOPLE'S PARTY
17,MSHP,543,614163406,2099323,2,0,1,0.0,0,0.05,13.41,375,Lok_Sabha,2019,
17,MSJP,543,614163406,2151862,2,0,2,0.0,0,0,0.11,376,Lok_Sabha,2019,
17,MSKK,543,614163406,1002208,1,0,1,0.0,0,0,0.29,377,Lok_Sabha,2019,
17,MYSP,543,614163406,1129532,1,0,1,0.0,0,0,0.05,378,Lok_Sabha,2019,
17,MaNPa,543,614163406,2425119,4,0,4,0.0,0,0,0.17,379,Lok_Sabha,2019,
17,ManJP,543,614163406,2003989,2,0,2,0.0,0,0,0.31,380,Lok_Sabha,2019,
17,ManKP,543,614163406,1186157,1,0,1,0.0,0,0,0.11,381,Lok_Sabha,2019,
17,MwSP,543,614163406,2212047,2,0,2,0.0,0,0,0.2,382,Lok_Sabha,2019,
17,NABMUP,543,614163406,1123629,1,0,1,0.0,0,0,0.13,383,Lok_Sabha,2019,
17,NALAP,543,614163406,1065619,1,0,1,0.0,0,0,0.27,384,Lok_Sabha,2019,
17,NAP,543,614163406,4218116,6,0,6,0.0,0,0,0.17,385,Lok_Sabha,2019,
17,NAPt,543,614163406,1257821,1,0,1,0.0,0,0,0.08,386,Lok_Sabha,2019,
17,NATJUP,543,614163406,4102776,4,0,4,0.0,0,0,0.16,387,Lok_Sabha,2019,
17,NATWOMP,543,614163406,2670861,2,0,2,0.0,0,0,0.15,388,Lok_Sabha,2019,
17,NAWPP,543,614163406,1177903,1,0,1,0.0,0,0.03,13.72,389,Lok_Sabha,2019,
17,NCP,543,614163406,31681631,34,5,14,14.705882352941176,0.92,1.38,26.83,12,Lok_Sabha,2019,NATIONAL CONGRESS PARTY
17,NDDHP,543,614163406,1351474,1,0,1,0.0,0,0,0.05,390,Lok_Sabha,2019,
17,NDEP,543,614163406,1117167,1,0,1,0.0,0,0,0.1,391,Lok_Sabha,2019,
17,NDPOI,543,614163406,3962715,3,0,3,0.0,0,0,0.18,392,Lok_Sabha,2019,
17,NDPP,543,614163406,1006357,1,1,0,100.0,0.18,0.08,49.73,31,Lok_Sabha,2019,NATIONALIST DEMOCRATIC PROGRESSIVE PARTY
17,NED,543,614163406,1006989,1,0,1,0.0,0,0,0.24,393,Lok_Sabha,2019,
17,NEINDP,543,614163406,1617330,2,0,2,0.0,0,0.01,2.3,394,Lok_Sabha,2019,
17,NEP,543,614163406,4367902,4,0,4,0.0,0,0,0.41,395,Lok_Sabha,2019,
17,NFFF,543,614163406,1052795,1,0,1,0.0,0,0,0.12,396,Lok_Sabha,2019,
17,NIDP,543,614163406,2031613,2,0,2,0.0,0,0,0.13,397,Lok_Sabha,2019,
17,NIP,543,614163406,1792978,2,0,2,0.0,0,0,0.06,398,Lok_Sabha,2019,
17,NIRBHP,543,614163406,1116367,1,0,1,0.0,0,0,0.22,399,Lok_Sabha,2019,
17,NJANP,543,614163406,2146279,2,0,2,0.0,0,0,0.23,400,Lok_Sabha,2019,
17,NJP,543,614163406,1031286,1,0,1,0.0,0,0,0.43,401,Lok_Sabha,2019,NUTAN MAHA GUJARAT JANTA PARISHAD
17,NNKP,543,614163406,1437420,1,0,1,0.0,0,0,0.06,402,Lok_Sabha,2019,
17,NNMP,543,614163406,1230202,1,0,1,0.0,0,0,0.08,403,Lok_Sabha,2019,
17,NNP,543,614163406,1198221,1,0,1,0.0,0,0,0.38,404,Lok_Sabha,2019,
17,NOTA,543,614163406,88421748,542,0,0,0.0,0,1.06,7.37,405,Lok_Sabha,2019,
17,NPEP,543,614163406,8244135,11,1,10,9.090909090909092,0.18,0.07,5.17,32,Lok_Sabha,2019,NATIONAL PEOPLE'S PARTY
17,NPF,543,614163406,858029,1,1,0,100.0,0.18,0.06,42.37,33,Lok_Sabha,2019,NAGA PEOPLE'S FRONT
17,NPRP,543,614163406,1063730,1,0,1,0.0,0,0,0.75,406,Lok_Sabha,2019,
17,NPSF,543,614163406,1062834,1,0,1,0.0,0,0,0.55,407,Lok_Sabha,2019,
17,NPT,543,614163406,2608860,2,0,2,0.0,0,0,0.05,408,Lok_Sabha,2019,NAVODYAM PARTY
17,NRCP,543,614163406,6516345,5,0,5,0.0,0,0,0.07,409,Lok_Sabha,2019,
17,NRCong,543,614163406,3222306,2,0,2,0.0,0,0,0.13,410,Lok_Sabha,2019,
17,NSBHP,543,614163406,198983,1,0,1,0.0,0,0,0.58,411,Lok_Sabha,2019,
17,NSCBRAP,543,614163406,1186157,1,0,1,0.0,0,0,0.2,412,Lok_Sabha,2019,
17,NTK,543,614163406,42064033,39,0,39,0.0,0,0.28,4.03,413,Lok_Sabha,2019,Naam Tamilar Katchi
17,NVSP,543,614163406,1177738,1,0,1,0.0,0,0,0.36,414,Lok_Sabha,2019,
17,NYP,543,614163406,2655823,2,0,2,0.0,0,0,0.04,415,Lok_Sabha,2019,
17,NaLP,543,614163406,1044894,1,0,1,0.0,0,0,0.16,416,Lok_Sabha,2019,
17,NavaP,543,614163406,1224354,1,0,1,0.0,0,0,0.09,417,Lok_Sabha,2019,
17,OPD,543,614163406,989910,1,0,1,0.0,0,0,0.84,418,Lok_Sabha,2019,
17,PAP,543,614163406,1116367,1,0,1,0.0,0,0,0.12,419,Lok_Sabha,2019,
17,PBI,543,614163406,10788377,9,0,9,0.0,0,0,0.18,420,Lok_Sabha,2019,
17,PDP,543,614163406,2265784,3,0,2,0.0,0,0.01,1.76,421,Lok_Sabha,2019,PEOPLES DEMOCRATIC PARTY
17,PDS,543,614163406,6279127,5,0,5,0.0,0,0,0.19,422,Lok_Sabha,2019,
17,PECP,543,614163406,14316140,14,0,14,0.0,0,0,0.21,423,Lok_Sabha,2019,PEACE PARTY
17,PGSP,543,614163406,2825848,3,0,3,0.0,0,0,0.42,424,Lok_Sabha,2019,
17,PHJSP,543,614163406,1174220,1,0,1,0.0,0,0,1.76,425,Lok_Sabha,2019,
17,PHRC,543,614163406,2362386,2,0,2,0.0,0,0,0.45,426,Lok_Sabha,2019,
17,PHSP,543,614163406,1027815,1,0,1,0.0,0,0,0.4,427,Lok_Sabha,2019,
17,PJSP,543,614163406,1300194,1,0,1,0.0,0,0,0.32,428,Lok_Sabha,2019,
17,PLM,543,614163406,1258570,1,0,1,0.0,0,0,0.27,429,Lok_Sabha,2019,
17,PLP,543,614163406,1200810,1,0,1,0.0,0,0,0.06,430,Lok_Sabha,2019,
17,PMK,543,614163406,7932285,7,0,0,0.0,0,0.37,28.96,431,Lok_Sabha,2019,PATTALI MAKKAL KATCHI
17,PMP,543,614163406,1988534,2,0,2,0.0,0,0,0.67,432,Lok_Sabha,2019,
17,PMPT,543,614163406,3027423,3,0,3,0.0,0,0,0.44,433,Lok_Sabha,2019,
17,PMSP,543,614163406,3231240,3,0,3,0.0,0,0,0.25,434,Lok_Sabha,2019,
17,PNP,543,614163406,1010180,1,0,1,0.0,0,0,0.17,435,Lok_Sabha,2019,
17,PPA,543,614163406,652091,2,0,2,0.0,0,0,4.25,436,Lok_Sabha,2019,PEOPLE'S PARTY OF ARUNACHAL
17,PPID,543,614163406,29170174,56,0,56,0.0,0,0.02,0.52,437,Lok_Sabha,2019,
17,PPIS,543,614163406,2993763,3,0,3,0.0,0,0,0.16,438,Lok_Sabha,2019,
