State_Name,Year,Assembly_No,month,Constituency_No,Constituency_Name,Constituency_Type,Candidate,Party,Votes,Position,Vote_Share_Percentage,Last_Position,Last_Candidate,Position_Change,Vote_Share_Change_pct
Bihar,1996,11,4,36,ARRAH,GEN,RAM PRASAD SINGH,SAP,151005,2,23.69,,,,23.69
Bihar,1996,11,4,36,ARRAH,GEN,RAMESHWAR PRASAD,CPI(ML)(L),146398,3,22.97,,,,22.97
Bihar,1996,11,4,36,ARRAH,GEN,RAM LAKHAN SINGH YADAV,INC,124628,4,19.55,5,SHRIKANT NIRALA,1,16.28
Bihar,1996,11,4,36,ARRAH,GEN,AMLENDU SATYA VRAT PANDEY,AIIC(T),3658,5,0.57,,,,0.57
Bihar,1996,11,4,36,ARRAH,GEN,RAMDEO PREM JIWAN,BSP,888,10,0.14,11,MOHD. SHAMIM,1,0.06
Bihar,1996,11,4,36,ARRAH,GEN,SAIYYAD SHAHJAHAN AHMAD,PHK,779,12,0.12,,,,0.12
Bihar,1996,11,4,36,ARRAH,GEN,KRISHNA MURARI,SHS,168,40,0.03,,,,0.03
Bihar,1996,11,4,37,BUXAR,GEN,LAL MUNI CHOUBEY,BJP,265427,1,45.34,2,KAMAL SINGH,1,15.59
Bihar,1996,11,4,37,BUXAR,GEN,TEJ NARAIN SINGH,CPI,201663,2,34.45,1,TEJ NARAIN SINGH,-1,-6.99
Bihar,1996,11,4,37,BUXAR,GEN,SURESH MEHTA,CPI(ML)(L),61148,3,10.44,,,,10.44
Bihar,1996,11,4,37,BUXAR,GEN,JANARDAN SINGH,BSP,22753,4,3.89,5,GANPATI MANDAL,1,3.02
Bihar,1996,11,4,37,BUXAR,GEN,RANJIT SINGH,BKUS,7838,5,1.34,9,LALJEE SINGH,4,1.2
Bihar,1996,11,4,37,BUXAR,GEN,SHYAM BIHARI MISHRA,INC,7028,6,1.2,3,KAMLA KANT TEWARI,-3,-19.47
Bihar,1996,11,4,37,BUXAR,GEN,DAYANAND UPADHYAY,JP,609,16,0.1,6,SURYA KUMAR YADAV,-10,-0.17
Bihar,1996,11,4,37,BUXAR,GEN,SARAYU UPADHYA,AIIC(T),494,19,0.08,,,,0.08
Bihar,1996,11,4,38,SASARAM,SC,MUNI LAL,BJP,282075,1,48.17,3,SURENDRA RAM,2,39.61
Bihar,1996,11,4,38,SASARAM,SC,CHHEDI PASWAN,JD,228442,2,39.01,1,CHHEDI PASWAN,-1,-5.48
Bihar,1996,11,4,38,SASARAM,SC,VISHRAM RAM,BSP,32415,3,5.54,5,SHEODHAR RAM,2,3.62
Bihar,1996,11,4,38,SASARAM,SC,ISHWAR DAYAL RAM,INC,11925,4,2.04,2,MEERA KUMAR (W),-2,-37.69
Bihar,1996,11,4,38,SASARAM,SC,RAVI SHANKER RAM,CPI(ML)(L),8670,5,1.48,,,,1.48
Bihar,1996,11,4,38,SASARAM,SC,ARUN KUMAR RAM,SSD,1243,13,0.21,,,,0.21
Bihar,1996,11,4,38,SASARAM,SC,RAMASHRIT RAM,BKUS,857,14,0.15,10,RAMASHRIT RAM,-4,-0.02
Bihar,1996,11,4,39,BIKRAMGANJ,GEN,KANTI SINGH,JD,276508,1,42.35,1,RAM PRASAD SINGH,0,-7.27
Bihar,1996,11,4,39,BIKRAMGANJ,GEN,VASHISHTA NARAYAN SINGH,SAP,274085,2,41.98,,,,41.98
Bihar,1996,11,4,39,BIKRAMGANJ,GEN,BACHCHAN SINGH,CPI(ML)(L),57165,3,8.76,,,,8.76
Bihar,1996,11,4,39,BIKRAMGANJ,GEN,MAHAVALI SINGH,BSP,10872,4,1.67,14,ASIF KAMAL,10,1.58
Bihar,1996,11,4,39,BIKRAMGANJ,GEN,AJAY KUMAR SINGH,INC,8541,5,1.31,2,INDU DEVI (W),-3,-14.35
Bihar,1996,11,4,39,BIKRAMGANJ,GEN,RAM AWADHESH SINGH,SP,6609,6,1.01,,,,1.01
Bihar,1996,11,4,39,BIKRAMGANJ,GEN,DHARMAVIR SINGH,ABJVP,1077,9,0.16,,,,0.16
Bihar,1996,11,4,39,BIKRAMGANJ,GEN,SHYAM VIHARI SINGH,AIIC(T),1018,10,0.16,,,,0.16
Bihar,1996,11,4,39,BIKRAMGANJ,GEN,KANHAIYA LAL BHASKAR,SSD,677,16,0.1,7,BISHWANATH SAH,-9,-0.13
Bihar,1996,11,4,39,BIKRAMGANJ,GEN,OM PRAKASH SINGH,SHS,302,30,0.05,,,,0.05
Bihar,1996,11,4,39,BIKRAMGANJ,GEN,RAJANI KANT UPADHYAY,BKUS,273,32,0.04,10,RANJEET SINGH,-22,-0.13
Bihar,1996,11,4,40,AURANGABAD,GEN,VIRENDRA KUMAR SINGH,JD,185761,1,34.51,1,RAM NARESH SINGH,0,-8.16
Bihar,1996,11,4,40,AURANGABAD,GEN,SATYENDRA NARAYAN SINGH,INC,162729,2,30.23,2,SATYENDRA NARAIN SINHA,0,-1.58
Bihar,1996,11,4,40,AURANGABAD,GEN,SUSHIL KUMAR SINGH,SAP,105135,3,19.53,,,,19.53
Bihar,1996,11,4,40,AURANGABAD,GEN,PAWAN SHARMA,CPI(ML)(L),24072,4,4.47,,,,4.47
Bihar,1996,11,4,40,AURANGABAD,GEN,MD.KUDUS ANSARI,BSP,15661,5,2.91,9,MANOJ RAM,4,2.72
Bihar,1996,11,4,40,AURANGABAD,GEN,RANJAN KUMAR SINGH,AIIC(T),3727,8,0.69,,,,0.69
Bihar,1996,11,4,40,AURANGABAD,GEN,RAGHUNI RAM SHASTRI,SSD,1940,12,0.36,6,VAIJNATH SHARMA,-6,0.06
Bihar,1996,11,4,40,AURANGABAD,GEN,TEJUMBUL HUSSAIN,BKUS,478,26,0.09,15,NAGINA SINGH,-11,0
Bihar,1996,11,4,41,JAHANABAD,GEN,RAMASHRAYA PRASAD SINGH,CPI,281157,1,35.72,1,RAMRAMASHARAY PRASAD SINGH,0,-7.7
Bihar,1996,11,4,41,JAHANABAD,GEN,JAGDISH SHARMA,INC,185507,2,23.57,2,MAHENDRA PRASAD,0,-15.28
Bihar,1996,11,4,41,JAHANABAD,GEN,DEO KUMAR SHARMA,SAP,157245,3,19.98,,,,19.98
Bihar,1996,11,4,41,JAHANABAD,GEN,RAJARAM SINGH,CPI(ML)(L),130984,4,16.64,,,,16.64
Bihar,1996,11,4,41,JAHANABAD,GEN,SHAMIM SARWAR,BSP,3313,6,0.42,,,,0.42
Bihar,1996,11,4,41,JAHANABAD,GEN,BABNESHWAR SINGH BAGI,SSD,985,7,0.13,10,KRISHNA KUMAR,3,0.05
Bihar,1996,11,4,41,JAHANABAD,GEN,MD. KHAN ALI,AIIC(T),170,32,0.02,,,,0.02
Bihar,1996,11,4,42,NAWADA,SC,KAMESHWAR PASWAN,BJP,310194,1,41.71,3,SATYADEVA NARAYAN ARYA,2,34.12
Bihar,1996,11,4,42,NAWADA,SC,PREMCHAND RAM,CPM,213280,2,28.68,1,PREM CHAND RAM,-1,-23.07
Bihar,1996,11,4,42,NAWADA,SC,SHRIMATI JYOTI,INC,67031,4,9.01,2,MAHAVEER CHOUDHARY,-2,-30.16
Bihar,1996,11,4,42,NAWADA,SC,ARJUN RAM,BSP,14439,5,1.94,4,BIRENDRA PRASAD,-1,1.47
Bihar,1996,11,4,42,NAWADA,SC,HARDEYAL RAM,AIIC(T),237,29,0.03,,,,0.03
Bihar,1996,11,4,43,GAYA,SC,BHAGWATI DEVI,JD,294084,1,46.61,1,RAJESH KUMAR,0,-3.79
Bihar,1996,11,4,43,GAYA,SC,KRISHNA KUMAR CHOUDHARY,BJP,234461,2,37.16,3,NAGIA DEVI (W),1,31.96
Bihar,1996,11,4,43,GAYA,SC,RAM SAWROOP RAM,INC,78347,3,12.42,2,JITAN RAM MANJHI,-1,-29.18
Bihar,1996,11,4,43,GAYA,SC,SURENDAR DAS,BSP,9770,4,1.55,5,SURENDRA DAS,1,1.18
Bihar,1996,11,4,43,GAYA,SC,NIRANJAN KUMAR,CPI(ML)(L),4951,5,0.78,,,,0.78
Bihar,1996,11,4,43,GAYA,SC,G.S RAMCHANDAR DAS,AIIC(T),260,17,0.04,,,,0.04
Bihar,1996,11,4,44,CHATRA,GEN,DHEERENDRA AGRAWAL,BJP,216715,1,42.85,2,DHIRENDRA AGRAWAL,1,15.11
Bihar,1996,11,4,44,CHATRA,GEN,KRISHNA NANDAN PRASAD,JD,162345,2,32.1,1,UPENDRA NATH VERMA,-1,-5.97
Bihar,1996,11,4,44,CHATRA,GEN,MUMTAJ ANSAREE,INC,36150,3,7.15,3,NAGMANI,0,-12.86
Bihar,1996,11,4,44,CHATRA,GEN,CHINTA SINGH,CPI(ML)(L),8702,5,1.72,,,,1.72
Bihar,1996,11,4,44,CHATRA,GEN,JUBAIR AHMAD KHAN,AIIC(T),8074,6,1.6,,,,1.6
Bihar,1996,11,4,44,CHATRA,GEN,SUBODH KUMAR CHOUDHARY,BSP,3504,11,0.69,15,SYED JAVAID KARIM,4,0.52
Bihar,1996,11,4,44,CHATRA,GEN,RAMESH KUMAR,JMM,1212,15,0.24,,,,0.24
Bihar,1996,11,4,44,CHATRA,GEN,SHEO PRASAD MEHTA,PSSS,162,30,0.03,,,,0.03
Bihar,1996,11,4,45,KODARMA,GEN,RITLAL PRASAD VERMA,BJP,243295,1,39.44,2,RITLAL PRASAD VERMA,1,9.16
Bihar,1996,11,4,45,KODARMA,GEN,RAMESH PRASAD YADAV,JD,196341,2,31.83,1,MUMTAZ ANSARI,-1,-1.34
Bihar,1996,11,4,45,KODARMA,GEN,UMESH CHANDRA AGARWAL,INC,69230,3,11.22,3,TILAKDHARI PRASAD SINGH,0,-14.92
Bihar,1996,11,4,45,KODARMA,GEN,SALKHAN SOREN,JMM,49542,4,8.03,,,,8.03
Bihar,1996,11,4,45,KODARMA,GEN,MOHAN DATTA,CPI(ML)(L),19202,5,3.11,,,,3.11
Bihar,1996,11,4,45,KODARMA,GEN,SADAN RAM,AIIC(T),4629,6,0.75,,,,0.75
Bihar,1996,11,4,45,KODARMA,GEN,PARMANAND SINGH,BSP,3081,12,0.5,23,BABULAL MAHTO,11,0.41
Bihar,1996,11,4,46,GIRIDIH,GEN,RAVINDRA KUMAR PANDEY,BJP,218188,1,36.52,2,RAMDAS SINGH,1,4.73
Bihar,1996,11,4,46,GIRIDIH,GEN,SABA AHMED,JD,126525,2,21.18,,,,21.18
Bihar,1996,11,4,46,GIRIDIH,GEN,RAJ KISHOR MAHTO,JMM(M),99518,3,16.66,,,,16.66
Bihar,1996,11,4,46,GIRIDIH,GEN,RAJENDRA PRASAD SINGH,INC,83601,4,13.99,3,SARFARAJ AHMAD,-1,-2.25
Bihar,1996,11,4,46,GIRIDIH,GEN,LAL CHAND MAHTO,JMM,50708,5,8.49,1,BINOD BIHARI MAHTO,-4,-39.72
Bihar,1996,11,4,46,GIRIDIH,GEN,KHUBHLAL DAS,JKP,1583,7,0.26,11,RATAN LAL,4,0.07
Bihar,1996,11,4,46,GIRIDIH,GEN,SHIV ASISH CHAUBEY,AIIC(T),1403,9,0.23,,,,0.23
Bihar,1996,11,4,47,DHANBAD,GEN,RITA VERMA,BJP,269942,1,33.44,1,RITA VERMA (W),0,-10.85
Bihar,1996,11,4,47,DHANBAD,GEN,SHAMRESH SINGH,JD,247746,2,30.69,,,,30.69
Bihar,1996,11,4,47,DHANBAD,GEN,A.K. ROY,MCO,114406,3,14.17,,,,14.17
Bihar,1996,11,4,47,DHANBAD,GEN,MUNIR AHMAD KHAN,JMM,50969,4,6.31,3,AKLU RAM MAHTO,-1,-4.24
Bihar,1996,11,4,47,DHANBAD,GEN,BIJAY KUMAR SINGH,INC,48208,5,5.97,4,YOGESHWAR PRASAD YOGESH,-1,-3.75
Bihar,1996,11,4,47,DHANBAD,GEN,SHIVA MAHTO,JMM(M),32385,6,4.01,,,,4.01
Bihar,1996,11,4,47,DHANBAD,GEN,JARNADAN MAHATO,CPI(ML)(L),5551,8,0.69,,,,0.69
Bihar,1996,11,4,47,DHANBAD,GEN,RAJESH KUMAR LAL,ABJS,1642,12,0.2,,,,0.2
Bihar,1996,11,4,47,DHANBAD,GEN,R.R. PRAMANIK,SHS,591,26,0.07,,,,0.07
Bihar,1996,11,4,47,DHANBAD,GEN,DURGA CHARAN MAHTO,AMB,574,31,0.07,,,,0.07
Bihar,1996,11,4,47,DHANBAD,GEN,SUKLAL MAHTO,AIIC(T),394,37,0.05,,,,0.05
Bihar,1996,11,4,47,DHANBAD,GEN,PANCHDEO NARAYAN,BPI,274,45,0.03,,,,0.03
Bihar,1996,11,4,48,HAZARIBAGH,GEN,MAHABIR LAL VISWAKARMA,BJP,237357,1,38.36,2,YADUNATH PANDEY,1,8.86
Bihar,1996,11,4,48,HAZARIBAGH,GEN,BHUMESHWAR PRASAD MEHTA,CPI,166106,2,26.84,1,BHUNESHWAR PRASAD MEHTA,-1,-7.61
Bihar,1996,11,4,48,HAZARIBAGH,GEN,TEKLAL MEHTO,JMM(M),97816,3,15.81,,,,15.81
Bihar,1996,11,4,48,HAZARIBAGH,GEN,CHANDRASHEKHAR DUBEY,INC,56139,4,9.07,4,GYAN RANJAN,0,-3.29
Bihar,1996,11,4,48,HAZARIBAGH,GEN,GUNNI ORAON,CPI(ML)(L),18961,5,3.06,,,,3.06
Bihar,1996,11,4,48,HAZARIBAGH,GEN,HEERA LAL SAHA,JMM,8693,6,1.4,,,,1.4
Bihar,1996,11,4,48,HAZARIBAGH,GEN,SUKH SAGAR PRASAD,BSP,1933,11,0.31,13,SUKHSAGAR MAHTO,2,0.07
Bihar,1996,11,4,48,HAZARIBAGH,GEN,SHYAM SUNDAR TIWARY,JKP,1040,16,0.17,7,GANESH PRASAD,-9,-0.39
Bihar,1996,11,4,48,HAZARIBAGH,GEN,NAND LAL SINGH,AIIC(T),743,25,0.12,,,,0.12
Bihar,1996,11,4,48,HAZARIBAGH,GEN,GALLU BEDIA ALIAS CHANDRASHEKHAR BEDIA,PSSS,648,27,0.1,,,,0.1
Bihar,1996,11,4,49,RANCHI,GEN,RAM TAHAL CHOUDHARY,BJP,215278,1,35.94,1,RAM TAHAL CHOUDHARY,0,-12.53
Bihar,1996,11,4,49,RANCHI,GEN,KESHWA MAHTO KAMLESH,INC,175986,2,29.38,3,SHEO PRASAD SAHU,1,12.09
Bihar,1996,11,4,49,RANCHI,GEN,ASHOK KUMAR SINGH,JD,158449,3,26.46,2,AWADHESH KUMAR SINGH,-1,3.89
Bihar,1996,11,4,49,RANCHI,GEN,BHAGWAN PD. BHAGAT,JMM,11504,4,1.92,,,,1.92
Bihar,1996,11,4,49,RANCHI,GEN,ASHISH KR. THAKUR,JMM(M),3913,7,0.65,,,,0.65
Bihar,1996,11,4,49,RANCHI,GEN,SADHU LAL MUNDA,PSSS,1792,11,0.3,,,,0.3
Bihar,1996,11,4,49,RANCHI,GEN,RADHYSHYAM SINGH,JKP,1196,13,0.2,13,LAL RANVIJAY NATH SHAHDEO,0,0.03
Bihar,1996,11,4,49,RANCHI,GEN,JAKARIA,ABLTASJM,1111,14,0.19,,,,0.19
Bihar,1996,11,4,49,RANCHI,GEN,CHHATRAPATI SHAHI MUNDA,AIIC(T),1102,15,0.18,,,,0.18
Bihar,1996,11,4,49,RANCHI,GEN,RAJENDRA MAHTO,JKPP,1026,16,0.17,,,,0.17
Bihar,1996,11,4,50,JAMSHEDPUR,GEN,BHARDWAJ NITISH JANARDAN,BJP,221702,1,33.37,2,AMRENDRA PRATAP SINGH,1,4.17
Bihar,1996,11,4,50,JAMSHEDPUR,GEN,INDER SINGH NAMDHARI,JD,166565,2,25.07,,,,25.07
Bihar,1996,11,4,50,JAMSHEDPUR,GEN,SHAILENDRA MAHATO,JMM,129044,3,19.42,1,SILENDRA MAHTO,-2,-20.8
Bihar,1996,11,4,50,JAMSHEDPUR,GEN,K P SINGH,INC,109997,4,16.56,3,CHANDAN BAGCHI,-1,-0.64
Bihar,1996,11,4,50,JAMSHEDPUR,GEN,NIMAI MAHTO,AMB,4420,5,0.67,10,DHARNIDHAR MAHATO,5,0.47
Bihar,1996,11,4,50,JAMSHEDPUR,GEN,SANATAN SARDAR,AIIC(T),4106,6,0.62,,,,0.62
Bihar,1996,11,4,50,JAMSHEDPUR,GEN,SHAILENDRA KUMAR MAITHY,JKP(N),2208,8,0.33,,,,0.33
Bihar,1996,11,4,50,JAMSHEDPUR,GEN,DINANATH PANDEY,SHS,1622,11,0.24,,,,0.24
Bihar,1996,11,4,50,JAMSHEDPUR,GEN,RAMDHANI SAO,JMM(M),1572,12,0.24,,,,0.24
Bihar,1996,11,4,50,JAMSHEDPUR,GEN,SIARAM BAITHA,BSP,817,20,0.12,,,,0.12
Bihar,1996,11,4,50,JAMSHEDPUR,GEN,GOPINATH SOREN,JKP,708,21,0.11,6,SAILEN KUMAR MAHATO,-15,-0.34
Bihar,1996,11,4,51,SINGHBHUM,ST,CHITRASEN SINKU,BJP,96484,1,20.88,3,MUNDA RADHEY SUMBRUI,2,0.32
Bihar,1996,11,4,51,SINGHBHUM,ST,KRISHNA MARDI,JMM(M),59793,3,12.94,,,,12.94
Bihar,1996,11,4,51,SINGHBHUM,ST,PRADEEP KUMAR BALMUCHU,INC,56799,4,12.29,2,BIJAY SINGH SOY,-2,-10.05
Bihar,1996,11,4,51,SINGHBHUM,ST,HIBER GURIA,JD,50330,5,10.89,5,MANGAL SINGH LAMAYE,0,6.77
Bihar,1996,11,4,51,SINGHBHUM,ST,DEVENDRA NATH CHAMPIA,JMM,39493,6,8.55,1,KRISHNA MARANDI,-5,-27.55
Bihar,1996,11,4,51,SINGHBHUM,ST,RAM DAYAL MUNDA,JKPP,37605,7,8.14,,,,8.14
Bihar,1996,11,4,52,KHUNTI,ST,KARIYA MUNDA,BJP,138765,1,33.2,1,KARIA MUNDA,0,-2.82
Bihar,1996,11,4,52,KHUNTI,ST,SUSHILA KERKETTA,INC,111093,2,26.58,3,SIMON TIGGA,1,5.57
Bihar,1996,11,4,52,KHUNTI,ST,PRABHAKAR TIRKEY,JMM,62425,3,14.93,5,RAMESH SINGH MUNDA,2,8
Bihar,1996,11,4,52,KHUNTI,ST,NIRMAL ANAM HORO,JKP,61809,4,14.79,2,NIRAL ENEM HORO,-2,-8.59
Bihar,1996,11,4,52,KHUNTI,ST,DEVID BHANGAR,JD,27268,5,6.52,,,,6.52
Bihar,1996,11,4,52,KHUNTI,ST,JEMS HORO,JKPP,5767,6,1.38,,,,1.38
Bihar,1996,11,4,52,KHUNTI,ST,ARNEST PURTI,AIIC(T),1967,9,0.47,,,,0.47
Bihar,1996,11,4,52,KHUNTI,ST,NILAM IJAN TIRKEY,JKP(N),799,11,0.19,,,,0.19
Bihar,1996,11,4,53,LOHARDAGA,ST,LALIT ORAON,BJP,160535,1,34.01,1,LALIT ORAON,0,-3.39
Bihar,1996,11,4,53,LOHARDAGA,ST,BANDI ORAON,INC,119966,2,25.42,2,SUMATI ORAON (W),0,2.62
Bihar,1996,11,4,53,LOHARDAGA,ST,KARAM CHAND BHAGAT,JD,85930,3,18.2,3,KARAM CHAND BHAGAT,0,1.31
Bihar,1996,11,4,53,LOHARDAGA,ST,BERNARD MINJ,JMM,71952,4,15.24,,,,15.24
Bihar,1996,11,4,53,LOHARDAGA,ST,BINOD KUMAR BHAGAT,JKPP,12188,5,2.58,,,,2.58
Bihar,1996,11,4,53,LOHARDAGA,ST,BHOJA ORAON,PSSS,1529,11,0.32,,,,0.32
Bihar,1996,11,4,54,PALAMU,SC,BRAJ MOHAN RAM,BJP,206419,1,43.42,1,RAM DEO RAM,0,5.47
Bihar,1996,11,4,54,PALAMU,SC,UDAI NARAYAN CHOUDHARY,JD,152004,2,31.98,2,JORAWAR RAM,0,-0.1
Bihar,1996,11,4,54,PALAMU,SC,RADHAKRISHNA KISHORE,INC,51237,3,10.78,3,KAMLA KUMARI (W),0,-2.86
Bihar,1996,11,4,54,PALAMU,SC,BHUNESHWAR RAM,BSP,18069,4,3.8,8,BHUNESHWAR RAM,4,3.08
Bihar,1996,11,4,54,PALAMU,SC,KANHAI RAM,JKP,7911,5,1.66,9,KANHAI RAM,4,1.09
Bihar,1996,11,4,54,PALAMU,SC,RAVINDRA RAM,CPI(ML)(L),7349,7,1.55,,,,1.55
Bihar,1996,11,4,54,PALAMU,SC,SATYA NARAYAN RAM,JMM,2566,10,0.54,,,,0.54
Bihar,1996,11,4,54,PALAMU,SC,BALESHWAR RAM,AIIC(T),975,17,0.21,,,,0.21
Bihar,1991,10,5,1,BAGAHA,SC,MAHENDRA BAITHA,JD,182265,1,46.45,1,MAHENDRA BAITHA,0,-13.07
Bihar,1991,10,5,1,BAGAHA,SC,KANCHAN BAITHA,BJP,133690,2,34.07,,,,34.07
Bihar,1991,10,5,1,BAGAHA,SC,NARASINGHA BAITHA,INC,57717,3,14.71,2,BHOLARAI,-1,-22.26
Bihar,1991,10,5,1,BAGAHA,SC,BRAHAM DEO RAM SHASTRI,JP,8612,4,2.19,,,,2.19
Bihar,1991,10,5,1,BAGAHA,SC,GHOOGHALI RAM,DDP,808,9,0.21,5,GHOOGHLI RAM,-4,-0.79
Bihar,1991,10,5,2,BETTIAH,GEN,FAIYAZULAZAM,JD,283073,1,54.52,1,DHARMESH PRASSAD VERMA,0,13.58
Bihar,1991,10,5,2,BETTIAH,GEN,MADAN PRA. JAISWAL,BJP,184715,2,35.58,,,,35.58
Bihar,1991,10,5,2,BETTIAH,GEN,SAHIR AHMAD,INC,29454,3,5.67,3,MANOJ KUMAR PANDEY,0,-15.48
Bihar,1991,10,5,2,BETTIAH,GEN,DHARMESH PRASAD VERMA,JP,14072,4,2.71,,,,2.71
Bihar,1991,10,5,2,BETTIAH,GEN,AJOY KUMAR,BSP,1176,6,0.23,,,,0.23
Bihar,1991,10,5,2,BETTIAH,GEN,ARJUN PANDEY,ICS(SCS),987,8,0.19,,,,0.19
Bihar,1991,10,5,2,BETTIAH,GEN,RAGHUNATH SAH,DDP,138,19,0.03,6,RAGHUNATH SAHA,-13,-0.4
Bihar,1991,10,5,3,MOTIHARI,GEN,KAMLA MISHRA MADHUKAR,CPI,264423,1,47.55,2,KAMALA MISHRA MADHUKAR,1,15.31
Bihar,1991,10,5,3,MOTIHARI,GEN,RADHA MOHAN SINGH,BJP,166371,2,29.92,1,RADHA MOHAN SINGH,-1,-16.69
Bihar,1991,10,5,3,MOTIHARI,GEN,GIRISH MISHRA,INC,96073,3,17.28,3,PRABHAVATI GUPTA,0,-1.95
Bihar,1991,10,5,3,MOTIHARI,GEN,JAINARAIN PRA. NISHAD,JP,23996,4,4.32,,,,4.32
Bihar,1991,10,5,3,MOTIHARI,GEN,SURESH KU. YADAVA,SKD,1126,5,0.2,,,,0.2
Bihar,1991,10,5,3,MOTIHARI,GEN,RAM CHANDRA PRASAD,DDP,1026,7,0.18,4,RAJ KISHOR BHAGATH,-3,-0.8
Bihar,1991,10,5,4,GOPALGANJ,GEN,ABDUL GHAFOOR,JD,351243,1,50.33,1,RAJMANGAL MISHRA,0,-12.69
Bihar,1991,10,5,4,GOPALGANJ,GEN,KALI PRASAD PANDEY,INC,238593,2,34.19,2,KALI PRASAD PANDAY,0,-0.38
Bihar,1991,10,5,4,GOPALGANJ,GEN,MANDEO TIWARI,BJP,95534,3,13.69,,,,13.69
Bihar,1991,10,5,4,GOPALGANJ,GEN,HARENDRA PRASAD,JP,5744,4,0.82,,,,0.82
Bihar,1991,10,5,4,GOPALGANJ,GEN,RAMASHIS SINGH KUSHWAHA,BSP,2442,5,0.35,,,,0.35
Bihar,1991,10,5,4,GOPALGANJ,GEN,KASHI NATH SINGH,DDP,708,7,0.1,,,,0.1
Bihar,1991,10,5,5,SIWAN,GEN,BRISHIN PATEL,JD,315336,1,51.27,,,,51.27
Bihar,1991,10,5,5,SIWAN,GEN,UMASHANKAR SINGH,JP,169444,2,27.55,,,,27.55
Bihar,1991,10,5,5,SIWAN,GEN,JANARDAN TIWARI,BJP,75410,3,12.26,1,JANARDAN TIWARI,-2,-48.26
Bihar,1991,10,5,5,SIWAN,GEN,M. SALIMULLAH,INC,25551,4,4.15,2,ABDUL GAFFUR,-2,-27.63
Bihar,1991,10,5,5,SIWAN,GEN,RAMESH SINGH KUSHWAHA,IPF,20688,5,3.36,,,,3.36
Bihar,1991,10,5,5,SIWAN,GEN,RAM BILASH YADAV,BSP,1236,8,0.2,3,AIZAZUL HAQUE,-5,-2.15
Bihar,1991,10,5,5,SIWAN,GEN,KAMLESHWAR PRASAD,DDP,718,10,0.12,7,KAMLASHWAR PRASSAD,-3,-0.21
Bihar,1991,10,5,6,MAHARAJGANJ,GEN,GIRIJA DEVI (W),JD,239700,1,37.98,1,CHANRASBEKHAR,0,-27.29
Bihar,1991,10,5,6,MAHARAJGANJ,GEN,RAM BAHADUR SINGH,JP,215365,2,34.12,,,,34.12
Bihar,1991,10,5,6,MAHARAJGANJ,GEN,RAMUDESHWAR SHARMA,BJP,91460,3,14.49,,,,14.49
Bihar,1991,10,5,6,MAHARAJGANJ,GEN,PRABHU NATH SINGH,INC,71141,4,11.27,2,KRISHNA PRATAP,-2,-16.91
Bihar,1991,10,5,6,MAHARAJGANJ,GEN,NILAM RANI (W),ICS(SCS),3074,6,0.49,,,,0.49
Bihar,1991,10,5,6,MAHARAJGANJ,GEN,RAMAYODHYA RAM,BSP,1781,7,0.28,,,,0.28
Bihar,1991,10,5,6,MAHARAJGANJ,GEN,ASHOK KUMAR,LKD,1469,8,0.23,,,,0.23
Bihar,1991,10,5,7,CHAPRA,GEN,LAL BABU RAI,JD,350282,1,53.85,1,LALOO PRASSAD,0,2.71
Bihar,1991,10,5,7,CHAPRA,GEN,RAJIV RANJAN SINGH,JP,225709,2,34.7,,,,34.7
Bihar,1991,10,5,7,CHAPRA,GEN,RAM JAYPAL SINGH YADAV,INC,42293,3,6.5,3,HAIRA LAL RAI,0,-11.47
Bihar,1991,10,5,7,CHAPRA,GEN,RAM DAS RAI,BJP,26955,4,4.14,,,,4.14
Bihar,1991,10,5,7,CHAPRA,GEN,ANUGARAH NARAIN SINGH,AZP,305,10,0.05,,,,0.05
Bihar,1991,10,5,7,CHAPRA,GEN,VIJAYA NAND,DBM,175,14,0.03,,,,0.03
Bihar,1991,10,5,7,CHAPRA,GEN,ANGAD SINGH,DDP,134,16,0.02,9,RAJENDRA SINGH,-7,-0.09
Bihar,1991,10,5,8,HAJIPUR,SC,RAM SUNDER DAS,JD,489105,1,65.76,1,RAM VILAS PASWAN,0,-18.32
Bihar,1991,10,5,8,HAJIPUR,SC,DASAI CHOUDHARY,JP,121353,2,16.32,,,,16.32
Bihar,1991,10,5,8,HAJIPUR,SC,SANJIV PRASAD TONI,INC,102831,3,13.83,2,MAHABIR PASWAN,-1,-1.3
Bihar,1991,10,5,8,HAJIPUR,SC,RAJENDER RAM,BJP,28312,4,3.81,,,,3.81
Bihar,1991,10,5,8,HAJIPUR,SC,NATHU BAITHA,DDP,324,6,0.04,5,DASHRATH PASWAN,-1,-0.19
Bihar,1991,10,5,9,VAISHALI,GEN,SHEO SHARAN SINGH,JD,346003,1,54.72,1,USHA SINGH,0,-8.12
Bihar,1991,10,5,9,VAISHALI,GEN,USHA SINGH (W),INC,236160,2,37.35,2,KISHORI SINHA,0,4.85
Bihar,1991,10,5,9,VAISHALI,GEN,SHYAM NARAIN THAKUR,BJP,16503,3,2.61,,,,2.61
Bihar,1991,10,5,9,VAISHALI,GEN,VALENDRA PD. SINGH,JP,13306,4,2.1,,,,2.1
Bihar,1991,10,5,9,VAISHALI,GEN,KRISHNA KU. SAH,LKD,758,8,0.12,,,,0.12
Bihar,1991,10,5,9,VAISHALI,GEN,KAUSHAL KISHORE VIKAL,BKUS,293,16,0.05,,,,0.05
